Fuente;Módulo documento;Regla ID;Regla;Condición documento;Severidad documento;Severidad original;Impacto;Acción sugerida documento;Automatizable;Prioridad;¿Está considerado en MVP?;Módulo actual / recomendado;Observación de cobertura;Cómo mostrar en front;Módulo documento normalizado;Severidad normalizada;Estado revalidado;Módulo asignado revalidado;finding_code;Método de detección requerido;Requiere HTML parser;Requiere Playwright/Puppeteer;Requiere PageSpeed/Lighthouse;Requiere OCR/Vision;Sprint / versión objetivo;Mini especificación para considerado;Acción técnica requerida;Tabla BigQuery sugerida;Columnas nuevas sugeridas;Trazabilidad de componente requerida;Cómo mostrar en front actualizado;Nota de revalidación
reglas_calidad_web_claro(Performance).csv;Performance;PERF_010;LCP empeoró;LCP_actual > LCP_anterior + 1s;Alta;Alta;SEO / UX;Revisar cambios;Sí;Alta;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Alta;No considerado;M6 Performance Validator;PERF_LCP_EMPEORO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_011;LCP mejoró;LCP_actual < LCP_anterior - 1s;Baja;Baja;SEO;Validar mejora;Sí;Baja;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Baja;No considerado;M6 Performance Validator;PERF_LCP_MEJORO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_012;CLS empeoró;CLS_actual > CLS_anterior + 0.05;Alta;Alta;UX;Revisar cambios;Sí;Alta;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Alta;No considerado;M6 Performance Validator;PERF_CLS_EMPEORO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_013;CLS mejoró;CLS_actual < CLS_anterior - 0.05;Baja;Baja;UX;Validar mejora;Sí;Baja;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Baja;No considerado;M6 Performance Validator;PERF_CLS_MEJORO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_014;Peso de página alto;page_weight > 3MB;Alta;Alta;Performance;Reducir recursos;Sí;Alta;Parcial;M2 Técnico / M6 Performance;"Puede capturarse peso de página si el crawler registra page_size_kb; falta regla y visualización dedicada.";Mostrar Peso de página con semáforo.;Performance;Alta;Parcial;M6 Performance Validator;PERF_PESO_DE_PAGINA_ALTO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;"Hoy puede estimarse peso básico de HTML; falta M6 Performance para medir peso total real de página, JS, CSS, imágenes y recursos renderizados con Lighthouse/PageSpeed.";Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;"Cobertura parcial; ver mini especificación para completar implementación."
reglas_calidad_web_claro(Performance).csv;Performance;PERF_015;Peso de página medio;2MB < page_weight ≤ 3MB;Media;Media;Performance;Optimizar recursos;Sí;Media;Parcial;M2 Técnico / M6 Performance;"Puede capturarse peso de página si el crawler registra page_size_kb; falta regla y visualización dedicada.";Mostrar Peso de página con semáforo.;Performance;Media;Parcial;M6 Performance Validator;PERF_PESO_DE_PAGINA_MEDIO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;"Hoy puede estimarse peso básico de HTML; falta M6 Performance para medir peso total real de página, JS, CSS, imágenes y recursos renderizados con Lighthouse/PageSpeed.";Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;"Cobertura parcial; ver mini especificación para completar implementación."
reglas_calidad_web_claro(Performance).csv;Performance;PERF_016;Imágenes pesadas;image_weight > 200KB;Media;Media;Performance;Comprimir imágenes;Sí;Media;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Media;No considerado;M6 Performance Validator;PERF_IMAGENES_PESADAS;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_017;Imágenes sin formato moderno;formato != WebP/AVIF;Media;Media;Performance;Convertir imágenes;Sí;Media;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Media;No considerado;M6 Performance Validator;PERF_IMAGENES_SIN_FORMATO_MODERNO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_018;Imágenes sin lazy load;lazy_load = FALSE;Baja;Baja;Performance;Implementar lazy load;Sí;Baja;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Baja;No considerado;M6 Performance Validator;PERF_IMAGENES_SIN_LAZY_LOAD;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_019;Imágenes pesadas sin optimizar;image_weight > 200KB AND formato != WebP/AVIF;Alta;Alta;Performance;Optimizar imágenes;Sí;Alta;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Alta;No considerado;M6 Performance Validator;PERF_IMAGENES_PESADAS_SIN_OPTIMIZAR;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_020;JS rotos;broken_js = 0;Alta;Alta;UX / Tagging;Corregir bundle o ruta;Sí;Alta;No considerado;M6 Performance / Links;Requiere crawler de assets JS/CSS y validación de recursos estáticos.;Mostrar como Recursos rotos cuando exista módulo de assets.;Performance;Alta;No considerado;M6 Performance Validator;PERF_JS_ROTOS;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_021;CSS rotos;broken_css = 0;Alta;Alta;UX;Corregir asset;Sí;Alta;No considerado;M6 Performance / Links;Requiere crawler de assets JS/CSS y validación de recursos estáticos.;Mostrar como Recursos rotos cuando exista módulo de assets.;Performance;Alta;No considerado;M6 Performance Validator;PERF_CSS_ROTOS;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_001;Página con status no válido;status != 200;Alta;Crítica;Indexación;Corregir respuesta HTTP;Sí;Alta;Considerado;M2 Técnico;Se valida código HTTP mediante status_code y se puede marcar error cuando no es 200.;Badge Código HTTP con verde para 200, amarillo para 301/302 y rojo para 4xx/5xx.;Indexación;Alta;Considerado;M8 Indexation / Crawlability Advanced;INDEX_PAGINA_CON_STATUS_NO_VALIDO;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_002;Canonical presente;canonical IS NOT NULL;Alta;Alta;Indexación;Agregar canonical;Sí;Alta;Considerado;M3 SEO;La validación está cubierta por campos del SEO Validator.;Mostrar check visual y hallazgo por URL si incumple.;Indexación;Alta;Considerado;M8 Indexation / Crawlability Advanced;INDEX_CANONICAL_PRESENTE;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_003;Canonical incorrecto;canonical != URL esperada;Alta;Alta;Indexación;Corregir canonical;Sí;Alta;Parcial;M3 SEO / Indexación;Se captura canonical_url, pero falta comparar contra URL esperada/canónica definida.;Mostrar Canonical incorrecto cuando difiera de la URL esperada.;Indexación;Alta;Parcial;M8 Indexation / Crawlability Advanced;INDEX_CANONICAL_INCORRECTO;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;Falta validar canonical contra final_url, dominio permitido, status del canonical y consistencia entre variantes de URL.;Completar la mini-especificación indicada para pasar la regla a Considerado.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;"Cobertura parcial; ver mini especificación para completar implementación."
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_004;Página con noindex;noindex = TRUE;Alta;Crítica;Indexación;Revisar robots/meta;Sí;Alta;Considerado;M3 SEO / Indexación;Se captura has_noindex para detectar bloqueo por meta robots.;Badge Noindex en rojo si aparece en página auditable.;Indexación;Alta;Considerado;M8 Indexation / Crawlability Advanced;INDEX_PAGINA_CON_NOINDEX;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_005;Noindex en páginas comerciales;noindex = FALSE (esperado);Alta;Crítica;Indexación;Corregir robots;Sí;Alta;Parcial;M3 SEO / Indexación;Se captura noindex, pero debe cruzarse de forma robusta con page_group=comercial para alertar solo páginas comerciales.;Mostrar alerta Alta: Noindex comercial.;Indexación;Alta;Parcial;M8 Indexation / Crawlability Advanced;INDEX_NOINDEX_EN_PAGINAS_COMERCIALES;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;Falta clasificar páginas comerciales y bloquear noindex comercial con finding específico, selector meta robots y recomendación.;Completar la mini-especificación indicada para pasar la regla a Considerado.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;"Cobertura parcial; ver mini especificación para completar implementación."
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_006;Bloqueo en robots.txt;URL bloqueada;Alta;Crítica;Indexación;Corregir robots.txt;Sí;Alta;No considerado;M3 SEO / Indexación avanzado;Requiere nueva lógica: robots.txt, link graph, comparación cross-URL o análisis de contenido.;Registrar en backlog de reglas avanzadas.;Indexación;Alta;No considerado;M8 Indexation / Crawlability Advanced;INDEX_BLOQUEO_EN_ROBOTS_TXT;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;;Implementar en M8 Indexation / Crawlability Advanced según método de detección requerido.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_007;URL no en sitemap;URL indexable NOT IN sitemap;Media;Media;Indexación;Incluir en sitemap;Sí;Media;No considerado;M3 SEO / Indexación avanzado;Requiere nueva lógica: robots.txt, link graph, comparación cross-URL o análisis de contenido.;Registrar en backlog de reglas avanzadas.;Indexación;Media;No considerado;M8 Indexation / Crawlability Advanced;INDEX_URL_NO_EN_SITEMAP;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;;Implementar en M8 Indexation / Crawlability Advanced según método de detección requerido.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_008;Sitemap desactualizado;lastmod antiguo;Media;Media;Indexación;Actualizar sitemap;Sí;Media;Parcial;M1 Sitemap / M3 Indexación;Se captura lastmod desde sitemap, pero falta regla de antigüedad por umbral.;Mostrar antigüedad de lastmod y badge si está desactualizado.;Indexación;Media;Parcial;M8 Indexation / Crawlability Advanced;INDEX_SITEMAP_DESACTUALIZADO;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;Falta definir umbral de freshness por tipo de página y comparar lastmod actual vs corridas previas/snapshot anterior.;Completar la mini-especificación indicada para pasar la regla a Considerado.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;"Cobertura parcial; ver mini especificación para completar implementación."
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_009;Redirección incorrecta;redirect chain > 1;Media;Media;Indexación;Simplificar redirección;Sí;Media;Considerado;M2 Técnico;"Se captura redirect_count; la regla debe alertar cuando supera el umbral permitido.";Badge/semáforo de redirecciones y alerta Media si supera el umbral.;Indexación;Media;Considerado;M8 Indexation / Crawlability Advanced;INDEX_REDIRECCION_INCORRECTA;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_010;Redirección temporal incorrecta;status = 302 en vez de 301;Media;Media;Indexación;Cambiar a 301;Sí;Media;No considerado;Fuera del MVP / Backlog;No existe validación implementada actualmente en los 4 módulos del MVP.;"No mostrar aún; registrar en backlog.";Indexación;Media;No considerado;M8 Indexation / Crawlability Advanced;INDEX_REDIRECCION_TEMPORAL_INCORRECTA;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;;Implementar en M8 Indexation / Crawlability Advanced según método de detección requerido.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_011;URLs con parámetros indexables;URL con parámetros AND indexable;Alta;Alta;Indexación;Canonicalizar/bloquear;Sí;Alta;No considerado;M3 SEO / Indexación avanzado;Requiere nueva lógica: robots.txt, link graph, comparación cross-URL o análisis de contenido.;Registrar en backlog de reglas avanzadas.;Indexación;Alta;No considerado;M8 Indexation / Crawlability Advanced;INDEX_URLS_CON_PARAMETROS_INDEXABLES;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;;Implementar en M8 Indexation / Crawlability Advanced según método de detección requerido.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_012;Página huérfana;sin enlaces internos;Alta;Alta;Indexación;Incluir en enlazado;Sí;Alta;No considerado;M3 SEO / Indexación avanzado;Requiere nueva lógica: robots.txt, link graph, comparación cross-URL o análisis de contenido.;Registrar en backlog de reglas avanzadas.;Indexación;Alta;No considerado;M8 Indexation / Crawlability Advanced;INDEX_PAGINA_HUERFANA;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;;Implementar en M8 Indexation / Crawlability Advanced según método de detección requerido.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_013;Página no rastreable;crawlable = FALSE;Alta;Crítica;Indexación;Permitir acceso bots;Sí;Alta;No considerado;M3 SEO / Indexación avanzado;Requiere nueva lógica: robots.txt, link graph, comparación cross-URL o análisis de contenido.;Registrar en backlog de reglas avanzadas.;Indexación;Alta;No considerado;M8 Indexation / Crawlability Advanced;INDEX_PAGINA_NO_RASTREABLE;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;;Implementar en M8 Indexation / Crawlability Advanced según método de detección requerido.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(indexación).csv;Indexación;IDX_014;Duplicidad por canonicalización;múltiples URLs mismo contenido;Alta;Alta;Indexación;Consolidar URLs;Sí;Alta;No considerado;M3 SEO / Indexación avanzado;Requiere nueva lógica: robots.txt, link graph, comparación cross-URL o análisis de contenido.;Registrar en backlog de reglas avanzadas.;Indexación;Alta;No considerado;M8 Indexation / Crawlability Advanced;INDEX_DUPLICIDAD_POR_CANONICALIZACION;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 6 - Indexación avanzada;;Implementar en M8 Indexation / Crawlability Advanced según método de detección requerido.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Parcial / cuando aplique;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(SEO On Page).csv;On Page;ONP_001;Title obligatorio;title IS NOT NULL;Alta;Alta;SEO / CTR;Completar title;Sí;Alta;Considerado;M3 SEO;La validación está cubierta por campos del SEO Validator.;Mostrar check visual y hallazgo por URL si incumple.;SEO On Page;Alta;Considerado;M4 SEO Validator;SEO_TITLE_OBLIGATORIO;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(SEO On Page).csv;On Page;ONP_002;Extensión de Title;30 <= length(title) <= 65;Media;Media;SEO / CTR;Ajustar longitud;Sí;Media;Considerado;M3 SEO;Se captura longitud de title/meta description y puede aplicarse rango recomendado.;Mostrar longitud con semáforo por rango.;SEO On Page;Media;Considerado;M4 SEO Validator;SEO_EXTENSION_DE_TITLE;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(SEO On Page).csv;On Page;ONP_003;Title duplicado;title DUPLICADO;Alta;Alta;SEO;Diferenciar titles;Sí;Alta;Parcial;M3 SEO;Se captura texto de title/meta, pero falta comparación global entre URLs para detectar duplicados.;Agregar agrupación de duplicados por texto.;SEO On Page;Alta;Parcial;M4 SEO Validator;SEO_TITLE_DUPLICADO;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 9 - Dashboard avanzado;Falta comparar titles entre URLs dentro del mismo run en BigQuery y generar finding por grupo duplicado con URLs afectadas.;Completar la mini-especificación indicada para pasar la regla a Considerado.;seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;"Cobertura parcial; ver mini especificación para completar implementación."
reglas_calidad_web_claro(SEO On Page).csv;On Page;ONP_004;Meta description obligatoria;meta_description IS NOT NULL;Alta;Alta;SEO;Completar meta;Sí;Alta;Considerado;M3 SEO;La validación está cubierta por campos del SEO Validator.;Mostrar check visual y hallazgo por URL si incumple.;SEO On Page;Alta;Considerado;M4 SEO Validator;SEO_META_DESCRIPTION_OBLIGATORIA;HTML parser + crawler + BigQuery cross-run checks;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";seo_validation_results / seo_validation_findings / indexation_validation_*;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
